Date,Close
5/13/19,1132.03
5/10/19,1164.27
5/9/19,1162.38
5/8/19,1166.27
5/7/19,1174.1
5/6/19,1189.39
5/3/19,1185.4
5/2/19,1162.61
5/1/19,1168.08
4/30/19,1188.48
4/29/19,1287.58
4/26/19,1272.18
4/25/19,1263.45
4/24/19,1256
4/23/19,1264.55
4/22/19,1248.84
4/18/19,1236.37
4/17/19,1236.34
4/16/19,1227.13
4/15/19,1221.1
4/12/19,1217.87
4/11/19,1204.62
4/10/19,1202.16
4/9/19,1197.25
4/8/19,1203.84
4/5/19,1207.15
4/4/19,1215
4/3/19,1205.92
4/2/19,1200.49
4/1/19,1194.43
3/29/19,1173.31
3/28/19,1168.49
3/27/19,1173.02
3/26/19,1184.62
3/25/19,1193
3/22/19,1205.5
3/21/19,1231.54
3/20/19,1223.97
3/19/19,1198.85
3/18/19,1184.26
3/15/19,1184.46
3/14/19,1185.55
3/13/19,1193.32
3/12/19,1193.2
3/11/19,1175.76
3/8/19,1142.32
3/7/19,1143.3
3/6/19,1157.86
3/5/19,1162.03
3/4/19,1147.8
3/1/19,1140.99
2/28/19,1119.92
2/27/19,1116.05
2/26/19,1115.13
2/25/19,1109.4
2/22/19,1110.37
2/21/19,1096.97
2/20/19,1113.8
2/19/19,1118.56
2/15/19,1113.65
2/14/19,1121.67
2/13/19,1120.16
2/12/19,1121.37
2/11/19,1095.01
