Date,Close
2/12/19,165.04
2/13/19,164.07
2/14/19,163.95
2/15/19,162.5
2/19/19,162.29
2/20/19,162.56
2/21/19,160.04
2/22/19,161.89
2/25/19,164.62
2/26/19,164.13
2/27/19,162.81
2/28/19,161.45
3/1/19,162.28
3/4/19,167.37
3/5/19,171.26
3/6/19,172.51
3/7/19,169.13
3/8/19,169.6
3/11/19,172.07
3/12/19,171.92
3/13/19,173.37
3/14/19,170.17
3/15/19,165.98
3/18/19,160.47
3/19/19,161.57
3/20/19,165.44
3/21/19,166.08
3/22/19,164.34
3/25/19,166.29
3/26/19,167.68
3/27/19,165.87
3/28/19,165.55
3/29/19,166.69
4/1/19,168.7
4/2/19,174.2
4/3/19,173.54
4/4/19,176.02
4/5/19,175.72
4/8/19,174.93
4/9/19,177.58
4/10/19,177.82
4/11/19,177.51
4/12/19,179.1
4/15/19,179.65
4/16/19,178.87
4/17/19,178.78
4/18/19,178.28
4/22/19,181.44
4/23/19,183.78
4/24/19,182.58
4/25/19,193.26
4/26/19,191.49
4/29/19,194.78
4/30/19,193.4
5/1/19,193.03
5/2/19,192.53
5/3/19,195.47
5/6/19,193.88
5/7/19,189.77
5/8/19,189.54
5/9/19,188.65
5/10/19,188.34
5/13/19,181.54
